T20,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
748,Eswatini,2010,Major trading partner 2 (% of exports),Kenya,,2.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
748,Eswatini,2015,Major trading partner 2 (% of exports),Kenya,,3.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
748,Eswatini,2020,Major trading partner 2 (% of exports),Kenya,,6.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
748,Eswatini,2010,Major trading partner 2 (% of imports),China,,1.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
748,Eswatini,2015,Major trading partner 2 (% of imports),China,,4.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
748,Eswatini,2020,Major trading partner 2 (% of imports),China,,7.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
748,Eswatini,2010,Major trading partner 3 (% of exports),Nigeria,,2.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
748,Eswatini,2015,Major trading partner 3 (% of exports),Nigeria,,4.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
748,Eswatini,2020,Major trading partner 3 (% of exports),Nigeria,,5.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
748,Eswatini,2010,Major trading partner 3 (% of imports),Mozambique,,0.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
748,Eswatini,2015,Major trading partner 3 (% of imports),Mozambique,,0.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
748,Eswatini,2020,Major trading partner 3 (% of imports),Mozambique,,2.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
231,Ethiopia,2010,Major trading partner 1 (% of exports),China,,10.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
231,Ethiopia,2015,Major trading partner 1 (% of exports),China,,15.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
231,Ethiopia,2020,Major trading partner 1 (% of exports),China,,8.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
231,Ethiopia,2010,Major trading partner 1 (% of imports),China,,24.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
231,Ethiopia,2015,Major trading partner 1 (% of imports),China,,35.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
231,Ethiopia,2020,Major trading partner 1 (% of imports),China,,28.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
231,Ethiopia,2010,Major trading partner 2 (% of exports),Saudi Arabia,,6.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
231,Ethiopia,2015,Major trading partner 2 (% of exports),Saudi Arabia,,8.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
231,Ethiopia,2020,Major trading partner 2 (% of exports),Saudi Arabia,,8.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
231,Ethiopia,2010,Major trading partner 2 (% of imports),United States,,5.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
231,Ethiopia,2015,Major trading partner 2 (% of imports),United States,,5.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
231,Ethiopia,2020,Major trading partner 2 (% of imports),United States,,10.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
231,Ethiopia,2010,Major trading partner 3 (% of exports),United States,,4.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
231,Ethiopia,2015,Major trading partner 3 (% of exports),United States,,9.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
231,Ethiopia,2020,Major trading partner 3 (% of exports),United States,,7.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
231,Ethiopia,2010,Major trading partner 3 (% of imports),India,,7.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
231,Ethiopia,2015,Major trading partner 3 (% of imports),India,,6.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
231,Ethiopia,2020,Major trading partner 3 (% of imports),India,,8.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
238,Falkland Islands (Malvinas),2010,Major trading partner 1 (% of exports),Spain,,79.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
238,Falkland Islands (Malvinas),2015,Major trading partner 1 (% of exports),Spain,,70.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
238,Falkland Islands (Malvinas),2020,Major trading partner 1 (% of exports),Spain,,57.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
238,Falkland Islands (Malvinas),2010,Major trading partner 1 (% of imports),United Kingdom,,77.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
238,Falkland Islands (Malvinas),2015,Major trading partner 1 (% of imports),United Kingdom,,78.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
238,Falkland Islands (Malvinas),2020,Major trading partner 1 (% of imports),United Kingdom,,59.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
238,Falkland Islands (Malvinas),2010,Major trading partner 2 (% of exports),United Kingdom,,3.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
238,Falkland Islands (Malvinas),2015,Major trading partner 2 (% of exports),United Kingdom,,3.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
238,Falkland Islands (Malvinas),2020,Major trading partner 2 (% of exports),United Kingdom,,31.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
238,Falkland Islands (Malvinas),2010,Major trading partner 2 (% of imports),Spain,,1.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
238,Falkland Islands (Malvinas),2015,Major trading partner 2 (% of imports),Spain,,1.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
238,Falkland Islands (Malvinas),2020,Major trading partner 2 (% of imports),Spain,,25.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
238,Falkland Islands (Malvinas),2010,Major trading partner 3 (% of exports),United States,,3.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
238,Falkland Islands (Malvinas),2015,Major trading partner 3 (% of exports),United States,,7.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
238,Falkland Islands (Malvinas),2020,Major trading partner 3 (% of exports),United States,,2.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
238,Falkland Islands (Malvinas),2010,Major trading partner 3 (% of imports),Greece,,6.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
238,Falkland Islands (Malvinas),2015,Major trading partner 3 (% of imports),Greece,,9.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
238,Falkland Islands (Malvinas),2020,Major trading partner 3 (% of imports),Greece,,12.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
234,Faroe Islands,2010,Major trading partner 1 (% of exports),Russian Federation,,4.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
234,Faroe Islands,2015,Major trading partner 1 (% of exports),Russian Federation,,21.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
234,Faroe Islands,2020,Major trading partner 1 (% of exports),Russian Federation,,22.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
234,Faroe Islands,2010,Major trading partner 1 (% of imports),Denmark,,30.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
234,Faroe Islands,2015,Major trading partner 1 (% of imports),Denmark,,45.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
234,Faroe Islands,2020,Major trading partner 1 (% of imports),Denmark,,51.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
234,Faroe Islands,2010,Major trading partner 2 (% of exports),United Kingdom,,17.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
234,Faroe Islands,2015,Major trading partner 2 (% of exports),United Kingdom,,17.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
234,Faroe Islands,2020,Major trading partner 2 (% of exports),United Kingdom,,18.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
234,Faroe Islands,2010,Major trading partner 2 (% of imports),Norway,,18.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
234,Faroe Islands,2015,Major trading partner 2 (% of imports),Norway,,10.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
234,Faroe Islands,2020,Major trading partner 2 (% of imports),Norway,,7.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
